ID,NUME,RATING
1356,LEOPOLD,4
1357,LEROY BROWN,4
1358,LHOTSE,4
1359,LIBBY-LU,4
1360,LICORICE,4
1361,LIFE,4
1362,LIGHTNING,4
1363,L'IKA,4
1364,LILLIANNA,4
1365,LILY SUE,4
1366,LINDSEY,4
1367,LITTLE BILL,4
1368,LOAF,4
1369,LUCILLE,4
1370,LUIGI,4
1371,MACGUIVER,4
1372,MACIE,4
1373,MADDISON,4
1374,MAEBELL,4
1375,MAGIC,4
1376,MALENKO,4
1377,MANU,4
1378,MARLI,4
1379,MAXIMILLIAN,4
1380,MCGYVER,4
1381,MECHO 2,4
1382,MEEKAH,4
1383,MESHACH,4
1384,MINDY,4
1385,MINGIN,4
1386,MIRA,4
1387,MISS LUCY,4
1388,MISS MOLLIE,4
1389,MIYA,4
1390,MKAYLA,4
1391,MLO,4
1392,MOAB,4
1393,MONA,4
1394,MONACO,4
1395,MOOSHKA,4
1396,MORA,4
1397,MS LILIE,4
1398,MU XU,4
1399,MUFASA,4
1400,MULLY,4
1401,MYA DAVILA,4
1402,MYLES,4
1403,MYRA,4
1404,NAGA,4
1405,NAHLA,4
1406,NAKI,4
1407,NANA,4
1408,NATASHA,4
1409,NATCHIQ,4
1410,NAZ,4
1411,NENO,4
1412,NERO,4
1413,NEVILLE,4
1414,NICKOLAS,4
1415,NIKA,4
1416,NIKOLAI,4
1417,NOAH,4
1418,NOCTA,4
1419,NOEL,4
1420,NOLLAIG,4
1421,NOODLE,4
1422,NOSEGOES,4
1423,NUSHKA,4
1424,NUSYA,4
1425,NYSSA,4
1426,OAKIE,4
1427,OCTAVIOUS,4
1428,OGUN,4
1429,OHTLI,4
1430,OLIVERFENWAY,4
1431,OLLI,4
1432,OLLY,4
1433,OLSEN,4
1434,O'LUCKY,4
1435,OLYMPUS,4
1436,OMAR,4
1437,ORRE,4
1438,OSA,4
1439,PADAMAE,4
1440,PATTI,4
1441,PEA,4
1442,PEGGY SUE,4
1443,PER,4
1444,PESO,4
1445,PESTO,4
1446,PETER PAN,4
1447,PETIE,4
1448,PHOTON,4
1449,PHYLLIS DILLER,4
1450,PILAR,4
1451,PINKIE,4
1452,PINKIE PIE,4
1453,PLAYER,4
1454,POE,4
1455,POLA,4
1456,POLAR EXPRES,4
1457,POO-CHIE,4
1458,PORK CHOP,4
1459,PORKCHOP,4
1460,POSEIDAN,4
1461,POYKA,4
1462,PRESTO,4
1463,PRIMROSE,4
1464,PRIN. KAMIRA,4
1465,PRISSY,4
1466,PUAKO,4
1467,PUFFIN,4
1468,PUK PUY,4
1469,PUNK,4
1470,QUIGLEY,4
1471,RAIN,4
1472,RALLY,4
1473,RAMPAGE,4
1474,RED BULL,4
1475,REGINALD,4
1476,REIGN,4
1477,REMEY,4
1478,RENI,4
1479,RENNY,4
1480,RHU,4
1481,RIP,4
1482,ROBY,4
1483,ROISIN,4
1484,ROLAND,4
1485,ROWZER,4
1486,RUDDER,4
1487,RULA,4
1488,RUTHIE,4
1489,RYLEE,4
1490,S,4
1491,S KIE,4
1492,SABER,4
1493,SABINE,4
1494,SAKO,4
1495,SAKURA,4
1496,SAMARA,4
1497,SARGENT,4
1498,SASCHA,4
1499,SATIVA,4
1500,SATO,4
1501,SAVAGE,4
1502,SAWYER,4
1503,SAYDEE,4
1504,SCHATZY,4
1505,SCHULER,4
1506,SCREWBALL,4
1507,SEABRO,4
1508,SEDONA PIP,4
1509,SEELEY,4
1510,SHAHARA,4
1511,SHEILA,4
1512,SHEP,4
1513,SHERPA,4
1514,SHINE,4
1515,SHOKAN,4
1516,SHUFTI,4
1517,SHYTIA,4
1518,SILAS,4
1519,SINA,4
1520,SKADTHI,4
1521,SKAGIT,4
1522,SLOOPY,4
1523,SNUGGLES,4
1524,SOFIA,4
1525,SOLI,4
1526,SONNE,4
1527,SONNIE,4
1528,SORA,4
1529,SOUJI,4
1530,SPARKS,4
1531,SPARTICUS,4
1532,SPIKES,4
1533,SPITFIRE,4
1534,SPREE,4
1535,SPUDD,4
1536,SPUDS,4
1537,STALEY BEAR,4
1538,STAMPIE,4
1539,STARSHINE,4
1540,STELLA.LUNA,4
1541,STORMER,4
1542,STORMIE,4
1543,STOUT-LEE,4
1544,STRYKER,4
1545,SULU,4
1546,SUZY Q,4
1547,TACKLA,4
1548,TANAINA,4
1549,TANGIE,4
1550,TARA,4
1551,TATER TOTT,4
1552,TAVISH,4
1553,TAZI,4
1554,TAZZIE,4
1555,TEDDI,4
1556,TEDDY BEAR,4
1557,TEINE,4
1558,TELLY,4
1559,TENNESSEE,4
1560,TERRA BELLA,4
1561,THORYN,4
1562,TIANA,4
1563,TIBERIUS,4
1564,TIMBA,4
1565,TINKA,4
1566,TITO BUTZKE,4
1567,TOASTY,4
1568,TOBIN,4
1569,TOD,4
1570,TOJI,4
1571,TOO TOO,4
1572,TOOTSIE,4
1573,TOPO,4
1574,TORPEDO,4
1575,TOYA,4
1576,TUKO,4
1577,TULLA,4
1578,TURKEY,4
1579,TURTLE,4
1580,ULLAR,4
1581,UMA,4
1582,URSUS,4
1583,VALENTINO,4
1584,VAN,4
1585,VAUGHN,4
1586,VELLA MARIE,4
1587,VENN,4
1588,VIGO,4
1589,VIKING,4
1590,VOLTA,4
1591,WAFFLES,4
1592,WARLOPCK,4
1593,WARREN,4
1594,WELBY,4
1595,WENDELL,4
1596,WESTWOOD,4
1597,WHINNIE,4
1598,WHIRRLEY,4
1599,WHISKEY GIRL,4
1600,WIGGLES,4
1601,WILHELMINA,4
1602,WILLIS,4
1603,WILLS,4
1604,WIMBLY,4
1605,WINSTON II,4
1606,WONDER,4
1607,WOOKIEE,4
1608,WOOTIE,4
1609,WRINKLES,4
1610,XAADAS,4
1611,YAGER,4
1612,YALLA,4
1613,YARROW,4
1614,YENTRA,4
1615,YUM YUM,4
1616,YUMA,4
1617,YUMI,4
1618,ZADIE,4
1619,ZAHA,4
1620,ZAIRE,4
1621,ZAMBI,4
1622,ZAMBO,4
1623,ZEYA,4
1624,ZILKER,4
1625,ZION,4
1626,ZIP,4
1627,ZIPPY KITTY,4
1628,ZOEY DAISY,4
1629,ZONA,4
1630,BAILEY,3
1631,DAISY,3
1632,MAGGIE,3
1633,MOLLY,3
1634,BEAR,3
1635,RUBY,3
1636,LADY,3
1637,MARLEY,3
1638,SCOUT,3
1639,BENTLEY,3
1640,DIESEL,3
1641,RUGER,3
1642,THOR,3
1643,MILO,3
1644,TITAN,3
1645,KISKA,3
1646,LEO,3
1647,OSCAR,3
1648,NALA,3
1649,OLIVER,3
1650,OTIS,3
1651,RAVEN,3
1652,LUKE,3
1653,PRINCESS,3
1654,LULU,3
1655,OLLIE,3
1656,SANDY,3
1657,STORMY,3
1658,ACE,3
1659,APOLLO,3
1660,AURORA,3
1661,CODY,3
1662,MISHKA,3
1663,SITKA,3
1664,BOOMER,3
1665,FRANKIE,3
1666,RUSTY,3
1667,ARCHIE,3
1668,BEAU,3
1669,BRUNO,3
1670,CHENA,3
1671,COOKIE,3
1672,HOMER,3
1673,LAYLA,3
1674,NELLIE,3
1675,OTTO,3
1676,ROO,3
1677,DUSTY,3
1678,ISABELLA,3
1679,JASMINE,3
1680,MAVERICK,3
1681,SYDNEY,3
1682,BANJO,3
1683,BERNIE,3
1684,DAWSON,3
1685,DIEGO,3
1686,ELSA,3
1687,KITA,3
1688,KOKO,3
1689,LEIA,3
1690,MILLIE,3
1691,TITUS,3
1692,WRIGLEY,3
1693,ATLAS,3
1694,BOBBY,3
1695,CASH,3
1696,CHICA,3
1697,EDDIE,3
1698,FRANK,3
1699,GRIZZLY,3
1700,JETHRO,3
1701,LILA,3
1702,NUGGET,3
1703,ROCKET,3
1704,SHERMAN,3
1705,ABBIE,3
1706,ADDIE,3
1707,DAX,3
1708,EMBER,3
1709,GOOSE,3
1710,HEIDI,3
1711,MADISON,3
1712,MILA,3
1713,RICO,3
1714,SKYE,3
1715,TONKA,3
1716,TRINITY,3
1717,ADAK,3
1718,ALYESKA,3
1719,BINDI,3
1720,BJORN,3
1721,BUCK,3
1722,BUSTER BROWN,3
1723,CASPER,3
1724,CHEWBACCA,3
1725,CLEO,3
1726,DINGO,3
1727,FLUFFY,3
1728,FRED,3
1729,INDIGO,3
1730,IRIS,3
1731,LITTLE BEAR,3
1732,MONKEY,3
1733,NEMO,3
1734,NYX,3
1735,RIGBY,3
1736,ROSCO,3
1737,SAGE,3
1738,SKY,3
1739,SNOW,3
1740,SNOWBALL,3
1741,TUX,3
1742,ZORRO,3
1743,ARIA,3
1744,AZUL,3
1745,BEAMER,3
1746,BEAN,3
1747,BELL,3
1748,BERTIE,3
1749,BLOSSOM,3
1750,CEDAR,3
1751,CRYSTAL,3
1752,DOOBIE,3
1753,DORA,3
1754,DRACO,3
1755,DUNCAN,3
1756,ESKA,3
1757,FRANKLIN,3
1758,HUGO,3
1759,IKE,3
1760,ISABELLE,3
1761,KEVIN,3
1762,LACEY,3
1763,LEAH,3
1764,LUPA,3
1765,MAISIE,3
1766,MALI,3
1767,MARGO,3
1768,MOXIE,3
1769,OLAF,3
1770,PACO,3
1771,PHEOBE,3
1772,POLARIS,3
1773,REMMY,3
1774,RINGO,3
1775,ROLLY,3
1776,RUPERT,3
1777,SEAMUS,3
1778,SNOOPY,3
1779,SUNSHINE,3
1780,SVEN,3
1781,TITO,3
1782,UNA,3
1783,WALTER,3
1784,ADA,3
1785,ADDY,3
1786,ALBUS,3
1787,ARTHUR,3
1788,AXL,3
1789,BABYGIRL,3
1790,BEANIE,3
1791,BEAUFORT,3
1792,BENTLY,3
1793,BLAKE,3
1794,BOAZ,3
1795,BRIO,3
1796,CARL,3
1797,CARSON,3
1798,CHEETO,3
1799,CHURRO,3
1800,CLIFFORD,3
1801,DEE,3
1802,DEMON,3
1803,EMILY,3
1804,FAITH,3
1805,FERDINAND,3
1806,FERGUS,3
1807,GIDEON,3
1808,GOTTI,3
1809,HAROLD,3
1810,HARPER,3
1811,HAYDEN,3
1812,HAZARD,3
1813,HECTOR,3
1814,HOOCH,3
1815,ISABEL,3
1816,IZZIE,3
1817,KENYA,3
1818,KIANA,3
1819,LEILA,3
1820,LEX,3
1821,LUPIN,3
1822,MACKENZIE,3
1823,MEEKO,3
1824,MINA,3
1825,MINER,3
1826,MIYAH,3
1827,MOSES,3
1828,NENA,3
1829,NEO,3
1830,NICO,3
1831,OCTO,3
1832,PARIS,3
1833,PAX,3
1834,POOKIE,3
1835,PUMPKIN,3
1836,QUE,3
1837,QUEENIE,3
1838,ROCK,3
1839,SEQUOIA,3
1840,SHORTY,3
1841,SIDNEY,3
1842,SKIFF,3
1843,SNOOKIE,3
1844,STARSKY,3
1845,SUKA,3
1846,TAKU,3
1847,TOBLERONE,3
1848,TURK,3
1849,TYRONE,3
1850,URSA,3
1851,WOODROW,3
1852,WYNNIE,3
1853,ZEPPELIN,3
1854,ZOYA,3
1855,ZUZU,3
1856,MAY,3
1857,68 WHISKEY,3
1858,ADELE,3
1859,AKIRA,3
1860,AKITO,3
1861,ALINAFREYA,3
1862,ALLIYAH,3
1863,AMIR,3
1864,ANCHOR,3
1865,ANDRE,3
1866,ANGUA,3
1867,ANI,3
1868,ANIAK,3
1869,ANNI,3
1870,APPA,3
1871,ARCHER,3
1872,ARIAL,3
1873,ARIEL,3
1874,ARROW,3
1875,ARTI,3
1876,ASH,3
1877,ASHLEIGH,3
1878,ATOM,3
1879,ATOS,3
1880,BADGER,3
1881,BAILEY BEAR,3
1882,BAKER,3
1883,BARKELY,3
1884,BARKUS,3
1885,BARTLETT,3
1886,BAYA,3
1887,BAYLA,3
1888,BEAST,3
1889,BEATRIX,3
1890,BECKER,3
1891,BEEF,3
1892,BEEFCAKE,3
1893,BELL A DONNA,3
1894,BELLADONA,3
1895,BELLAH,3
1896,BENNE,3
1897,BENNETT,3
1898,BEREN,3
1899,BIESEN,3
1900,BIG BABY,3
1901,BIG MOMMA,3
1902,BIGGIE,3
1903,BIKO,3
1904,BINK,3
1905,BLACK JACK,3
1906,BLACKIE,3
1907,BODAK,3
1908,BOWMORE,3
1909,BRADDAH,3
1910,BRAE,3
1911,BRANDILYNN,3
1912,BRAVE,3
1913,BREW,3
1914,BREYLA,3
1915,BRONIUS,3
1916,BRUJAH,3
1917,BRUNDI,3
1918,BRYNN,3
1919,BUDDY BOY,3
1920,BUDDY JR.,3
1921,BUGS,3
1922,BURTON,3
1923,CAITE BEL,3
1924,CALLAHAN,3
1925,CALYPSO,3
1926,CANISA,3
1927,CANNON,3
1928,CANYON,3
1929,CAPPUCCINO,3
1930,CAPTAIN REX,3
1931,CARDI,3
1932,CEASER,3
1933,CHAD,3
1934,CHAGA,3
1935,CHANEL,3
1936,CHARLIE GIRL,3
1937,CHAUNCEY,3
1938,CHEEKY,3
1939,CHENEGA,3
1940,CHERIZO,3
1941,CHEROKEE,3
1942,CHERRY,3
1943,CHEWBELLA,3
1944,CHICKADEE,3
1945,CHIGNIK,3
1946,CHRIS CRINGLE,3
1947,CHUCK NORRIS,3
1948,CHUY,3
1949,CIDLEY,3
1950,CINNY,3
1951,CLETUS,3
1952,COALBY,3
1953,COCHISE,3
1954,CODA,3
1955,COPA,3
1956,COPPER LEE PATTERSON,3
1957,COSMA,3
1958,COWGIRL,3
1959,CRASH,3
1960,CUBBY,3
1961,CUBBY BEAR,3
1962,CURLY-GIRL,3
1963,CYBIL,3
1964,DAFFY,3
1965,DAGGER,3
1966,DAGNY,3
1967,DAISEY MAE,3
1968,DAMU,3
1969,DANIELLE,3
1970,DARCY,3
1971,DARLINGTON,3
1972,D'ARTAGNON,3
1973,DAVOS,3
1974,DAVROS,3
1975,DAYNA,3
1976,D'BO,3
1977,DEEDEE,3
1978,DENAHI,3
1979,DERPY,3
1980,DESSA,3
1981,DEWBEE,3
1982,DEWIE,3
1983,DIBS,3
1984,DIGONG,3
1985,DILLNGER,3
1986,DILLON,3
1987,DOG,3
1988,DOGMEAT,3
1989,DOLLA,3
1990,DONNER,3
1991,DOODLE,3
1992,DREAM,3
1993,DUFFY,3
1994,DYLLON,3
1995,E.Z. RYDER,3
1996,EBBA,3
1997,EGGNOG,3
1998,EISEN,3
1999,ELEU,3
2000,ELLERA,3
2001,ELLIOTT,3
2002,ELLY,3
2003,EMMA RUE,3
2004,ESKER,3
2005,ESSIE,3
2006,ETTA,3
2007,EVEREST,3
2008,EVIE,3
2009,FANG,3
2010,FAUKXIE,3
2011,FERRET,3
2012,FIEKA,3
2013,FINCH,3
2014,FINLAY,3
2015,FIRN,3
2016,FISCHER,3
2017,FLAPJACK,3
2018,FLOSSIE,3
2019,FRANKENSTEIN,3
2020,FREIDA,3
2021,FROSTY,3
2022,FRY,3
2023,FUJI,3
2024,GARY,3
2025,GEMINI,3
2026,GENEVA,3
2027,GENO,3
2028,GHOST EYE,3
2029,GIANT,3
2030,GINJAY,3
2031,GINZEE,3
2032,GIRLY,3
2033,GLADOS,3
2034,GLIZZY,3
2035,GODIVA,3
2036,GOLFBALL,3
2037,GORGONZOLA,3
2038,GREVIOUS,3
2039,GRIFFEN,3
2040,GRIFFEY,3
2041,GRIZZ,3
2042,GUAPO,3
2043,GUINNESS,3
2044,GUSSY,3
2045,GWENIVERE,3
2046,HADIES,3
2047,HALLEY,3
2048,HAMMER,3
2049,HANDSOME,3
2050,HANZO,3
2051,HARRY POTTER,3
2052,HEALY,3
2053,HEIDI MAY,3
2054,HENEY,3
2055,HENNA,3
2056,HERMES,3
2057,HITO,3
2058,HOBO,3
2059,HOLLYWOOD,3
2060,HOOTCH,3
2061,HOUND DOG,3
2062,HUNEE,3
2063,HUNNY,3
2064,HUSTLER,3
2065,ICIS,3
2066,IDA,3
2067,IGNEUS,3
2068,IGOR,3
2069,IKAIKA,3
2070,ILLA,3
2071,INDI,3
2072,INFINITEY,3
2073,INTI,3
2074,IRMA,3
2075,ISA,3
2076,ISKUT,3
2077,IZABEL,3
2078,IZZI,3
2079,J.T.,3
2080,JABBER,3
2081,JASPER JAMES,3
2082,JAYLYN,3
2083,JENI,3
2084,JERRY,3
2085,JESS,3
2086,JESSE LEE,3
2087,JESSI,3
2088,JILLIAN,3
2089,JOCKO,3
2090,JODIEE,3
2091,JOHN,3
2092,JOLIE,3
2093,JONATHAN,3
2094,JONI,3
2095,JORDAN,3
2096,JUDY,3
2097,JULIUS,3
2098,K.O.,3
2099,KADEE,3
2100,KAIDA,3
2101,KAILE'A,3
2102,KAILUA,3
2103,KALIAH,3
2104,KALLI,3
2105,KALLIE,3
2106,KANDOR,3
2107,KANYE,3
2108,KARRY,3
2109,KASHI,3
2110,KATIANNA,3
2111,KEELO,3
2112,KEESHA,3
2113,KELSEY,3
2114,KEN,3
2115,KENIA,3
2116,KENNA,3
2117,KERMIT,3
2118,KERSHAW,3
2119,KEYARA,3
2120,KHUMBU,3
2121,KIA,3
2122,KINGSLEY,3
2123,KISMET,3
2124,KLINK,3
2125,KODUH,3
2126,KOKONUT,3
2127,KONDOR,3
2128,KOTZEBUE,3
2129,KOYUKUK,3
2130,KOZMO,3
2131,KRASH,3
2132,KRAZEE,3
2133,KRUZE,3
2134,KURO,3
2135,LADDY,3
2136,LAKER,3
2137,LANEY,3
2138,LATTE,3
2139,LAYCEE,3
2140,LAYLEE,3
2141,LD GUINEVERE,3
2142,LEE HONG,3
2143,LEGEND,3
2144,LEGO,3
2145,LEMIEUX,3
2146,LEROY,3
2147,LEVI,3
2148,LIAM,3
2149,LIEUTENANT,3
2150,LII,3
2151,LILAH,3
2152,LILY MAE,3
2153,LILY RAE,3
2154,LINQ,3
2155,LITTLE BUG,3
2156,LITTLE DUDE,3
2157,LIVADIA,3
2158,LIVER,3
2159,LONA,3
2160,LONDON,3
2161,LOUISE,3
2162,LOWKEY,3
2163,LUCY 2,3
2164,LUG,3
2165,LULABELL,3
2166,LUNA BEAN,3
2167,LUNA BLUE,3
2168,LUPINE,3
2169,LUXOR,3
2170,MADDUX,3
2171,MADI,3
2172,MAE MAE,3
2173,MAEVIS,3
2174,MAGS,3
2175,MAKA,3
2176,MAKARORA,3
2177,MAKENA,3
2178,MAKSIM MAKS,3
2179,MAMAS,3
2180,MAMBA,3
2181,MANLEY,3
2182,MARCELL,3
2183,MARSHA MELLOW,3
2184,MARSHMALLOW,3
2185,MARVI,3
2186,MAUSI,3
2187,MAUVI,3
2188,MAXI,3
2189,MEISHA,3
2190,MERLE,3
2191,MERRILL,3
2192,MICK,3
2193,MIEKO,3
2194,MIKI,3
2195,MIL;EY,3
2196,MILKA,3
2197,MIMMY,3
2198,MINI,3
2199,MIOME,3
2200,MISS LACIE JANE,3
2201,MISSY SUE,3
2202,MISTY ROSE,3
2203,MITAH,3
2204,MITZIE,3
2205,MIXIM,3
2206,MOBY,3
2207,MOLLY BROWN,3
2208,MOLLY LOU,3
2209,MOREMI,3
2210,MOSBIE,3
2211,MUDGE,3
2212,MURPHY'S LAW,3
2213,NAILS TOO,3
2214,NALAH,3
2215,NALDO,3
2216,NANTAHALA,3
2217,NAVA,3
2218,NAYA,3
2219,NEESA,3
2220,NESTLE,3
2221,NEVIN,3
2222,NIFFLER,3
2223,NILA,3
2224,NILCHIK,3
2225,NILLA VANILL,3
2226,NODENS,3
2227,NOELLE,3
2228,NORSE,3
2229,NUNATAK,3
2230,NYKE,3
2231,NYLA,3
2232,ODO,3
2233,ODYSSEUS,3
2234,OLE,3
2235,OMA,3
2236,OONA,3
2237,OOSHKA,3
2238,OPUS,3
2239,ORKA,3
2240,ORSO NERO,3
2241,OTTIE,3
2242,OXYLUS,3
2243,PALIN,3
2244,PANCH,3
2245,PEEBODY,3
2246,PELLE,3
2247,PESKY,3
2248,PHILLY,3
2249,PIGEON,3
2250,PIMENTO,3
2251,PIPPIN,3
2252,PLACER,3
2253,PLATO,3
2254,PLINY,3
2255,PLUTO,3
2256,POCCA,3
2257,POCHI,3
2258,POCKET,3
2259,POKITZ,3
2260,POLDI,3
2261,PONGO,3
2262,POOCHIE,3
2263,PORTHOS,3
2264,PUCKER BUTT,3
2265,PUERQUITO,3
2266,PUGSY,3
2267,PUKU,3
2268,PY,3
2269,QI,3
2270,QUARTZ,3
2271,QUEENY,3
2272,QUILL,3
2273,RAINE,3
2274,RAIVO,3
2275,RAMSEY,3
2276,RANGITIKEI,3
2277,RATON,3
2278,RAZA,3
2279,RAZZLE,3
2280,RED DOG,3
2281,REEF,3
2282,REKA,3
2283,RELOAD,3
2284,REPTAR,3
2285,REYES,3
2286,RILIAN,3
2287,RJ SHILO,3
2288,RODDY,3
2289,RONEN,3
2290,ROSALINE,3
2291,ROSEBUD,3
2292,ROUGE,3
2293,ROXII,3
2294,ROXXY,3
2295,ROYAL,3
2296,RUBERT,3
2297,RUBIO,3
2298,RUCKEE,3
2299,RUDOLPH,3
2300,RUGGLES,3
2301,SADIE MAE,3
2302,SAIGE,3
2303,SAKARI ESKA,3
2304,SAKI,3
2305,SALA,3
2306,SAMURAI,3
2307,SANCHO,3
2308,SAPPER,3
2309,SATCHEL,3
2310,SAYA,3
2311,SCARFACE,3
2312,SEAMORE,3
2313,SESOLIK,3
2314,SHAI,3
2315,SHAKIE,3
2316,SHANNON,3
2317,SHARPIE,3
2318,SHASHA,3
2319,SHEEP,3
2320,SHELLY,3
2321,SHINOOK,3
2322,SHIRLEY FEENIE,3
2323,SILVER,3
2324,SIMKA,3
2325,SINEW,3
2326,SINJIN,3
2327,SISCO,3
2328,SITA,3
2329,SITKA ROSE,3
2330,SKA-DOO,3
2331,SKIP,3
2332,SLAPPY,3
2333,SNOW BALL,3
2334,SNOWEE,3
2335,SNUFFY,3
2336,SOCKS,3
2337,SOLAR,3
2338,SPAZ,3
2339,SPEC,3
2340,SPECK,3
2341,SPRING,3
2342,SPRINGZ,3
2343,SPRITZEN,3
2344,SQUARE,3
2345,ST. AUGUSTINE,3
2346,STARK,3
2347,STEEL,3
2348,STEIN,3
2349,STUBBS,3
2350,SULLIVAN,3
2351,SUNDANCE,3
2352,SUZY LOU,3
2353,SWEETY,3
2354,SWETTIE,3
2355,SYDNEY MARIE,3
2356,TAITTI,3
2357,TAJ,3
2358,TALACHULITNA,3
2359,TALIA,3
2360,TALLUAH,3
2361,TANZA,3
2362,TAPPER,3
2363,TARGET,3
2364,TATIA,3
2365,TATIANA,3
2366,TATIYANNA,3
2367,TAWNY,3
2368,TAZZEE,3
2369,TEGAN,3
2370,TEK,3
2371,TERRA,3
2372,THE DUDE,3
2373,TIERRIA,3
2374,TIMBRE,3
2375,TIMMY,3
2376,TINY,3
2377,TIP,3
2378,TISHKA,3
2379,TOBO JET,3
2380,TOLI,3
2381,TOPPER,3
2382,TOSHI,3
2383,TOWELIE,3
2384,TRANGO,3
2385,TRE,3
2386,TRIP,3
2387,TRUFFLES,3
2388,TUBBY,3
2389,TUBS,3
2390,TUK,3
2391,TUPE,3
2392,TUYUK,3
2393,ULLA,3
2394,UMBRO,3
2395,VALOR,3
2396,VERDE,3
2397,VIENNA,3
2398,VIVIAN,3
2399,VLADIMIR,3
2400,WARD,3
2401,WEATHERBY,3
2402,WELLINGTON,3
2403,WHITNEY,3
2404,WILBERT,3
2405,WILL,3
2406,WINNIFRED,3
2407,X,3
2408,XUN,3
2409,YIPPEE,3
2410,ZAZEE,3
2411,ZIESA,3
2412,ZILI,3
2413,ZORRA,3
2414,ZOTTER,3
2415,ZUILA,3
2416,SADIE,2
2417,LILY,2
2418,KENAI,2
2419,LUCKY,2
2420,PEPPER,2
2421,BANDIT,2
2422,SAM,2
2423,ZEUS,2
2424,ELLIE,2
2425,FINN,2
2426,MINNIE,2
2427,SASHA,2
2428,BAXTER,2
2429,CHANCE,2
2430,CHEWY,2
2431,HUNTER,2
2432,JACKSON,2
2433,ROSCOE,2
2434,DEXTER,2
2435,NOVA,2
2436,PEANUT,2
2437,HANK,2
2438,TANK,2
2439,HONEY,2
2440,KING,2
2441,TYSON,2
2442,CASSIE,2
2443,COCOA,2
2444,GEORGE,2
2445,DIAMOND,2
2446,POPPY,2
2447,PORTER,2
2448,DAISY MAE,2
2449,KAISER,2
2450,KIKI,2
2451,MACY,2
2452,NINA,2
2453,ODIN,2
2454,TIMBER,2
2455,BEN,2
2456,FOXY,2
2457,MISKA,2
2458,PENELOPE,2
2459,REMI,2
2460,ROXIE,2
2461,STANLEY,2
2462,ALI,2
2463,BOWSER,2
2464,CHEVY,2
2465,CHIP,2
2466,JAXX,2
2467,JOE,2
2468,PRINCE,2
2469,RED,2
2470,SAMANTHA,2
2471,SIMBA,2
2472,STAR,2
2473,TALLULAH,2
2474,TURBO,2
2475,BABE,2
2476,CASEY,2
2477,CHASE,2
2478,CINNAMON,2
2479,COMET,2
2480,DELILAH,2
2481,EVA,2
2482,KANE,2
2483,MAJOR,2
2484,MILEY,2
2485,OBI,2
2486,RADAR,2
2487,TRIGGER,2
2488,TUNDRA,2
2489,YODA,2
2490,ZELDA,2
2491,ASHER,2
2492,BARKLEY,2
2493,BINGO,2
2494,BONNIE,2
2495,BUZZ,2
2496,GINNY,2
2497,GROOT,2
2498,HARVEY,2
2499,HERO,2
2500,JAXON,2
2501,JJ,2
2502,JUNEAU,2
2503,MERCY,2
2504,PETE,2
2505,REESE,2
2506,SAMSON,2
2507,SPROCKET,2
2508,STEVE,2
2509,TATER TOT,2
2510,TAZLINA,2
2511,TIKKA,2
2512,VADER,2
2513,WALLY,2
2514,ABE,2
2515,ANGIE,2
2516,ANNA,2
2517,BALTO,2
2518,BIGGS,2
2519,BILLY,2
2520,BLANCA,2
2521,BOONE,2
2522,BORIS,2
2523,BUCKY,2
2524,CARLY,2
2525,CEASAR,2
2526,CRUISER,2
2527,DAISY DUKE,2
2528,DJANGO,2
2529,DOT,2
2530,ECHO,2
2531,ELEANOR,2
2532,ELI,2
2533,ESTRELLA,2
2534,GUNNAR,2
2535,HALO,2
2536,HUCK,2
2537,JD,2
2538,KAOS,2
2539,KELLY,2
2540,KIERA,2
2541,MAISY,2
2542,MANDY,2
2543,MARY JANE,2
2544,MINKA,2
2545,PAXSON,2
2546,PIPPEN,2
2547,PIXEL,2
2548,RALEIGH,2
2549,ROBBIE,2
2550,RONAN,2
2551,RYKER,2
2552,SCRUFFY,2
2553,SCULLY,2
2554,SEBASTIAN,2
2555,SOLO,2
2556,SPOCK,2
2557,SQUIRREL,2
2558,STORM,2
2559,TASHA,2
2560,THEODORE,2
2561,TIKI,2
2562,TOBEY,2
2563,TOK,2
2564,AUGUST,2
2565,AMIRA,2
2566,ATTU,2
2567,AUGGIE,2
2568,BAE,2
2569,BARNEY,2
2570,BEAVER,2
2571,BINO,2
2572,BLACKY,2
2573,BOMBER,2
2574,BOSSY,2
2575,BUKUM,2
2576,CABO,2
2577,CAMPER,2
2578,CAPTAIN,2
2579,CECE,2
2580,CESAR,2
2581,CHAOS,2
2582,CHARLY,2
2583,CLAIRE,2
2584,DAISEY,2
2585,DANGER,2
2586,DIPPER,2
2587,DOOLEY,2
2588,DURANGO,2
2589,EIN,2
2590,ELLIE MAY,2
2591,ERNIE,2
2592,FIFI,2
2593,FLY,2
2594,GABRIELLA,2
2595,GAGE,2
2596,GANDALF,2
2597,GATSBY,2
2598,GIDGET,2
2599,HAYLEE,2
2600,HERSHEY,2
2601,HONEY BEAR,2
2602,HOOVER,2
2603,HOWIE,2
2604,HUXLEY,2
2605,ICARUS,2
2606,IGGY,2
2607,JACOB,2
2608,JAZMINE,2
2609,JETT,2
2610,JINX,2
2611,JOSEPHINE,2
2612,KANGA,2
2613,KEETNA,2
2614,KHAN,2
2615,KILA,2
2616,KIMA,2
2617,KLAUS,2
2618,KOBA,2
2619,KOBIE,2
2620,LACY,2
2621,LADY BUG,2
2622,LAMBEAU,2
2623,LILLI,2
2624,LITTLE BIT,2
